08/09/2017 21:54:28,APRS,02:54:28,41.8938333333,-87.6351666667,236,125.225526593,-0.0186988353045,566.91378643
08/09/2017 21:54:48,APRS,02:54:48,41.8938333333,-87.6351666667,236,125.225526593,-0.0186988353045,566.91378643
08/09/2017 21:55:08,APRS,02:55:08,41.8938333333,-87.6351666667,236,125.225526593,-0.0186988353045,566.91378643
08/09/2017 21:55:28,APRS,02:55:28,41.894,-87.6351666667,237,125.224070595,-0.0186684146633,566.902104347
08/09/2017 21:55:48,APRS,02:55:48,41.8938333333,-87.6351666667,237,125.225526593,-0.0186680299767,566.91378633
08/09/2017 21:56:08,APRS,02:56:08,41.894,-87.6351666667,236,125.224070595,-0.0186992206259,566.902104446
08/09/2017 21:56:28,APRS,02:56:28,41.894,-87.6351666667,236,125.224070595,-0.0186992206259,566.902104446
08/09/2017 21:56:48,APRS,02:56:48,41.894,-87.6351666667,236,125.224070595,-0.0186992206259,566.902104446
08/09/2017 21:57:08,APRS,02:57:08,41.894,-87.6351666667,237,125.224070595,-0.0186684146633,566.902104347
08/09/2017 21:57:28,APRS,02:57:28,41.894,-87.6351666667,236,125.224070595,-0.0186992206259,566.902104446
